Year,AHRQ/CCS Condition Category,CCS Category Number,AHRQ Category,Volatility Level,NIPA Dollars,Uncontrolled Dollars,Number of Episodes,Per Capita Index,Medical Care Expenditure Index,Prevalence Index,Per Capita Dollars,Cost Per Case Dollars,Unweighted MEPS Patients,Share MEPS Spending,CCS Chapter Number,CCS Chapter,Chapter Spending (Billions),CCS Category,,Format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Ot femal gen,175,"Female genital disorders, and contraception_AHRQ",low,6533027164,5217698852,8977175.037,1.272819344,1.115074119,1.141466134,21.89499662,727.7375273,35,0.068377767,10,Diseases of the genitourinary syste,92.1,Other female genital disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Ot femal gen,175,"Female genital disorders, and contraception_AHRQ",low,7051601607,5581006564,9056335.378,1.360848224,1.182291197,1.151026268,23.40926651,778.6374193,36.5,0.068377767,10,Diseases of the genitourinary syste,97.83,Other female genital disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Ot femal gen,175,"Female genital disorders, and contraception_AHRQ",low,7150017731,5743923136,8896258.031,1.366851082,1.238698662,1.103457301,23.51252748,803.7106957,40,0.068377767,10,Diseases of the genitourinary syste,102.95,Other female genital disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Ot femal gen,175,"Female genital disorders, and contraception_AHRQ",low,7284835538,5956037540,8987914.171,1.380468768,1.271343566,1.085834549,23.74677846,810.5145866,42.5,0.068377767,10,Diseases of the genitourinary syste,107.42,Other female genital disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Ot femal gen,175,"Female genital disorders, and contraception_AHRQ",low,7235522877,5917889120,8650690.209,1.359703521,1.312443099,1.036009502,23.38957538,836.4098937,38.5,0.068377767,10,Diseases of the genitourinary syste,110.46,Other female genital disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Ot femal gen,175,"Female genital disorders, and contraception_AHRQ",low,7376154642,5980700388,8577376.443,1.375834363,1.337710066,1.028499671,23.66705759,859.9546367,35.5,0.068377767,10,Diseases of the genitourinary syste,113.75,Other female genital disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Ot femal gen,175,"Female genital disorders, and contraception_AHRQ",low,7484506721,5939251179,8324773.209,1.38566313,1.368748642,1.012357629,23.83613172,899.0643389,49,0.068377767,10,Diseases of the genitourinary syste,116.81,Other female genital disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Ot femal gen,175,"Female genital disorders, and contraception_AHRQ",low,7415473841,5941625414,8137679.5,1.363302356,1.400777337,0.973247011,23.45148242,911.2516462,54,0.068377767,10,Diseases of the genitourinary syste,120,Other female genital disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Ot femal gen,175,"Female genital disorders, and contraception_AHRQ",low,7471560549,5989509241,7920776.803,1.363443829,1.450734313,0.939830138,23.45391604,943.2863385,51.5,0.068377767,10,Diseases of the genitourinary syste,125.1,Other female genital disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Ot femal gen,175,"Female genital disorders, and contraception_AHRQ",low,7439891789,6096427736,7542450.006,1.347793519,1.550698653,0.86915244,23.18469991,986.4025328,50,0.068377767,10,Diseases of the genitourinary syste,129.49,Other female genital disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,12359355160,9422708725,13311215.37,1,1,1,43.80227372,928.4918634,179,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,13273798721,10548945929,14323661.91,1.063410694,1.040391866,1.022125151,46.57980628,926.7042744,247.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,14773395447,11758016550,15209919.12,1.17261851,1.092066553,1.073761032,51.36335692,971.3000662,362.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,15921405885,12616038053,15346992,1.252925229,1.161292623,1.078905699,54.88097385,1037.428435,433.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,17308432436,13793404433,15927823.24,1.349528783,1.223367634,1.103126113,59.11242916,1086.679088,452,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,18063305480,14463276683,16359259.94,1.395464176,1.248949806,1.117310055,61.1245038,1104.163975,490.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,18980947821,15159414951,16834201.3,1.452284356,1.272131095,1.141615326,63.61335686,1127.522921,498,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,19199315819,15195343352,16602088.22,1.455087587,1.292973858,1.125380515,63.73614477,1156.439815,443.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,19759051781,15873313738,16447557.39,1.483411501,1.36335242,1.088061663,64.97679662,1201.336546,421.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,20184747109,16502927331,17123466.45,1.502144137,1.36147993,1.103317135,65.79732863,1178.776924,487.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,21070617908,17233527221,17311440.82,1.555009453,1.406315951,1.105732643,68.1129497,1217.149868,505,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,21197914792,17187597516,17298287.98,1.552782907,1.403634376,1.106258819,68.01542192,1225.434263,482,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,21337979077,16932527702,17023506.09,1.551419422,1.405124247,1.104115473,67.9556982,1253.442092,505.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,21398645558,17145598378,17225657.72,1.544973462,1.406108316,1.098758498,67.67335046,1242.254195,600,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,21911116756,17564849462,17534834.13,1.570261216,1.415092124,1.109652997,68.78101158,1249.576506,636.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Disorders of the upper GI_AHRQ,0,Disorders of the upper GI_AHRQ,NA,21984520910,18014649519,17595105.48,1.564066489,1.44635828,1.08138247,68.50966846,1249.46798,590,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,5747820963,4382109102,6346687.103,1,1,1,20.37061189,905.6411432,36,0.364235457,9,Diseases of the digestive system,58.47,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,6505466512,5170020725,7078527.875,1.120667614,1.057823569,1.059408815,22.82868501,919.0422963,54,0.364235457,9,Diseases of the digestive system,62.75,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,7821784998,6225290440,7901991.537,1.33498036,1.141003456,1.170005537,27.19436679,989.8498323,94,0.364235457,9,Diseases of the digestive system,67.71,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,9134442161,7238083793,8397972.173,1.545675599,1.24828306,1.238241268,31.48635774,1087.696169,153.5,0.364235457,9,Diseases of the digestive system,71.21,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,10101645584,8050184989,8969256.092,1.693593282,1.299910159,1.302854101,34.49953144,1126.252331,198,0.364235457,9,Diseases of the digestive system,75.97,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,10372570242,8305310093,9276640.939,1.723060117,1.296668638,1.328836117,35.0997889,1118.138592,216,0.364235457,9,Diseases of the digestive system,78.53,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,10777229563,8607393925,9513661.434,1.773101013,1.310351738,1.3531489,36.11915256,1132.816176,214,0.364235457,9,Diseases of the digestive system,83.45,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,10832155143,8573134491,9351157.176,1.765268758,1.327816869,1.329451975,35.95960475,1158.375903,193.5,0.364235457,9,Diseases of the digestive system,87.7,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,11306477849,9082990022,9390096.485,1.825221009,1.400950156,1.302845073,37.18086879,1204.085375,195.5,0.364235457,9,Diseases of the digestive system,90.14,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,11373210331,9298668079,9811840.195,1.819968811,1.372568984,1.32595799,37.0738783,1159.131224,229,0.364235457,9,Diseases of the digestive system,94.53,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,11713141457,9580105483,9871980.781,1.858753205,1.405496898,1.322488301,37.86394012,1186.503673,238.5,0.364235457,9,Diseases of the digestive system,97.48,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,11720492047,9503156418,9967450.561,1.84610341,1.380853767,1.336928974,37.60625607,1175.876617,253,0.364235457,9,Diseases of the digestive system,99.72,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,11730223297,9308394680,9929898.562,1.833896404,1.357668929,1.350768487,37.35759189,1181.303437,262,0.364235457,9,Diseases of the digestive system,104.14,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,11789655683,9446425047,9914741.274,1.830325965,1.379907576,1.326411999,37.28485986,1189.103715,276.5,0.364235457,9,Diseases of the digestive system,107.58,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,12283842287,9847231568,10062750.57,1.89292847,1.417298556,1.335589077,38.5601112,1220.724115,283,0.364235457,9,Diseases of the digestive system,112.45,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Esophgeal dx,138,Disorders of the upper GI_AHRQ,low,12093838784,9909984754,10218128.46,1.850098967,1.40464161,1.317132394,37.687648,1183.566915,273,0.364235457,9,Diseases of the digestive system,118.2,Esophageal disorders,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,3218609054,2453850967,3569465.537,1,1,1,11.40693774,901.7061575,26,0.306664704,9,Diseases of the digestive system,58.47,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,3405378971,2706320880,3698427.386,1.047608055,1.064430236,0.98419607,11.94999986,920.7640481,34.5,0.306664704,9,Diseases of the digestive system,62.75,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,3570070464,2841387936,3787789.415,1.088130025,1.09118834,0.997197262,12.41223144,942.5208407,47,0.306664704,9,Diseases of the digestive system,67.71,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,3401995085,2695722963,3617780.806,1.028028148,1.08389701,0.948455562,11.72665308,940.3541197,51,0.306664704,9,Diseases of the digestive system,71.21,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,3664777770,2920528022,3741732.392,1.097234976,1.135386339,0.966397902,12.51609105,979.4334245,54,0.306664704,9,Diseases of the digestive system,75.97,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,4055116550,3246929124,3754639.308,1.202963333,1.257939043,0.956297,13.72212784,1080.028257,61,0.306664704,9,Diseases of the digestive system,78.53,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,4426698555,3535448329,3906145.35,1.300592653,1.316591677,0.98784815,14.83577941,1133.265191,62,0.306664704,9,Diseases of the digestive system,83.45,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,4582732848,3627014618,3961588.81,1.333691882,1.331787457,1.001429977,15.21334026,1156.791648,60,0.306664704,9,Diseases of the digestive system,87.7,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,4562440375,3665208649,3782958.047,1.315286396,1.409360801,0.933250304,15.00339002,1206.05101,51.5,0.306664704,9,Diseases of the digestive system,90.14,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,4494236067,3674460266,3897062.231,1.284315603,1.371548676,0.936398121,14.65010812,1153.236926,60.5,0.306664704,9,Diseases of the digestive system,94.53,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,4561453032,3730784040,3952366.634,1.292666675,1.373086498,0.94143135,14.74536828,1154.106756,68,0.306664704,9,Diseases of the digestive system,97.48,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,4703963294,3814046270,3870704.278,1.323150081,1.433345791,0.92311994,15.09309059,1215.273231,56.5,0.306664704,9,Diseases of the digestive system,99.72,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,4807533580,3814967445,3796249.981,1.342226625,1.461810389,0.91819475,15.31069554,1266.390149,66,0.306664704,9,Diseases of the digestive system,104.14,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,4616172046,3698693534,3819012.757,1.279806493,1.408809429,0.908431238,14.59867298,1208.734388,83.5,0.306664704,9,Diseases of the digestive system,107.58,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,4603404930,3690278114,3725070.751,1.266817789,1.441051767,0.879092492,14.45051164,1235.789932,84,0.306664704,9,Diseases of the digestive system,112.45,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Gastritis,140,Disorders of the upper GI_AHRQ,moderate,4918289460,4030165643,3709582.384,1.343630563,1.580348565,0.850211525,15.32671017,1325.833733,72,0.306664704,9,Diseases of the digestive system,118.2,Gastritis and duodenitis,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,1810367429,1380214804,2294803.401,1,1,1,6.416047489,788.8987038,96.5,0.483150132,9,Diseases of the digestive system,58.47,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,1902129996,1511659692,2482584.931,1.040339468,1.012392039,1.027605343,6.67486743,766.1892943,138,0.483150132,9,Diseases of the digestive system,62.75,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,2032347891,1617527956,2559770.104,1.101294723,1.050629609,1.048223573,7.065959244,793.9571947,196.5,0.483150132,9,Diseases of the digestive system,67.71,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,2084690235,1651897547,2463526.933,1.119990548,1.114870944,1.004592104,7.185912544,846.2218158,205,0.483150132,9,Diseases of the digestive system,71.21,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,2234980769,1781096801,2408922.221,1.189672137,1.229316043,0.96775125,7.632992927,927.7928315,178.5,0.483150132,9,Diseases of the digestive system,75.97,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,2361990982,1891244608,2557700.931,1.245743946,1.22941001,1.013285996,7.992752319,923.4820825,188,0.483150132,9,Diseases of the digestive system,78.53,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,2559495730,2044179153,2652932.207,1.336956442,1.281125295,1.043579771,8.57797602,964.7799229,192,0.483150132,9,Diseases of the digestive system,83.45,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,2644394344,2092912081,2584157.362,1.368228675,1.346575883,1.01607989,8.778620153,1023.310106,165,0.483150132,9,Diseases of the digestive system,87.7,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,2722035426,2186730558,2593227.285,1.39514196,1.402017695,0.995095829,8.951297068,1049.67098,155.5,0.483150132,9,Diseases of the digestive system,90.14,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,3025282713,2473452875,2731168.199,1.537033542,1.505753901,1.020773409,9.861680199,1107.688173,180,0.483150132,9,Diseases of the digestive system,94.53,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,3504993126,2866712059,2812841.065,1.765924034,1.694484821,1.042159842,11.33025246,1246.06867,180,0.483150132,9,Diseases of the digestive system,97.48,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,3522844296,2856376698,2800240.933,1.761733177,1.69597281,1.038774423,11.30336373,1258.050425,156.5,0.483150132,9,Diseases of the digestive system,99.72,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,3588426824,2847558168,2706546.148,1.781185367,1.749266468,1.018247019,11.4281699,1325.832492,163,0.483150132,9,Diseases of the digestive system,104.14,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,3774906971,3024632502,2909878.511,1.860673092,1.728210187,1.07664745,11.93816692,1297.27305,223.5,0.483150132,9,Diseases of the digestive system,107.58,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,3847018406,3083927667,3156804.48,1.882178206,1.624259077,1.158791865,12.07614475,1218.64323,251.5,0.483150132,9,Diseases of the digestive system,112.45,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Ot dx stomch,141,Disorders of the upper GI_AHRQ,low,3739321187,3064090453,3062006.206,1.8161849,1.663773944,1.091605568,11.65272857,1221.199742,229,0.483150132,9,Diseases of the digestive system,118.2,Other disorders of stomach and duodenum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1582557714,1206533851,1100259.325,1,1,1,5.608676607,1438.34974,20.5,0.448177845,9,Diseases of the digestive system,58.47,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1460823241,1160944633,1064121.723,0.913986372,0.994891558,0.918679392,5.126253985,1372.797124,21,0.448177845,9,Diseases of the digestive system,62.75,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1349192094,1073810217,960368.0629,0.836346926,1.019636491,0.820240286,4.690799441,1404.869806,25,0.448177845,9,Diseases of the digestive system,67.71,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1300278403,1030333749,867712.0846,0.799127994,1.082823883,0.738003665,4.482050489,1498.51365,24,0.448177845,9,Diseases of the digestive system,71.21,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1307028313,1041594621,807912.5355,0.79587647,1.175682161,0.676948666,4.463813741,1617.78442,21.5,0.448177845,9,Diseases of the digestive system,75.97,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1273627707,1019792858,770278.7595,0.768422758,1.207312203,0.636473943,4.309834747,1653.463361,25.5,0.448177845,9,Diseases of the digestive system,78.53,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1217523974,972393544.4,761462.3074,0.727524361,1.164526037,0.624738596,4.080448866,1598.928748,30,0.448177845,9,Diseases of the digestive system,83.45,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1140033483,902282163.1,705184.8678,0.674772299,1.166796008,0.578312142,3.784579607,1616.644847,25,0.448177845,9,Diseases of the digestive system,87.7,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1168098130,938384508.7,681275.5691,0.684874705,1.256069185,0.545252374,3.841240738,1714.575105,19,0.448177845,9,Diseases of the digestive system,90.14,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1292017997,1056346111,683395.8252,0.750919034,1.409579137,0.532725701,4.211662019,1890.585148,18,0.448177845,9,Diseases of the digestive system,94.53,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1291030293,1055925640,674252.3412,0.744095108,1.428125649,0.521029161,4.173388828,1914.758339,18.5,0.448177845,9,Diseases of the digestive system,97.48,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
